architecture_id,paradigm,e_star_complete,correspondence_score,mapping_ambiguity,C1,C2,C3,C4,C5
a000337,symbolic_system,False,0.5851520601769555,0.06666666666666667,[],[2],[],"[1, 0]",[]
a000338,hypergraph,False,0.6078979891748028,0.02222222222222222,[5],[],"[1, 2]",[],[]
a000339,graph_system,False,0.4371028121192615,0.125,[],[],[],"[5, 3, 0, 4, 1, 6]",[]
a000340,rewriting_system,False,0.5347772855193589,0.05,[],[],[],"[3, 1]",[]
a000341,rewriting_system,False,0.5358424201520895,0.0,[],[],[],[0],[]
a000342,random_interaction,False,0.5070754374817985,0.0,[],[],[],[],[8]
a000343,graph_system,False,0.46498105881320306,0.06666666666666667,[],[],[],"[0, 5, 2]",[]
a000344,rewriting_system,False,0.5201980575040879,0.0,[],[],[],[2],[0]
a000345,random_interaction,False,0.6762969953880009,0.02,"[0, 2]",[],[3],[1],[]
a000346,symbolic_system,False,0.47239672462606663,0.0,[],[0],[],[],[]
a000347,symbolic_system,False,0.6762125960697626,0.0,[],[],[2],[],[4]
a000348,random_interaction,False,0.4172101429537496,0.05,[],[],[],"[1, 2]",[]
a000349,differentiable_system,False,0.5331652295397079,0.0,[3],[],[],[],[]
a000350,graph_system,False,0.5593934834694435,0.1,[],[],[],"[3, 8, 7, 1, 2, 0]",[5]
a000351,hypergraph,False,0.6253703998310748,0.0,[6],[],[],[],[1]
a000352,rewriting_system,False,0.5700026371840944,0.06666666666666667,[],[],"[3, 2]","[1, 4]",[]
a000353,sat_based,False,0.7190657570218344,0.02222222222222222,[5],[],[0],[],"[8, 3]"
a000354,sat_based,False,0.4261537401413579,0.0,[],[2],[],[],[]
a000355,graph_system,False,0.45441693779846676,0.1,[],[],[],"[2, 0, 3]",[]
a000356,graph_system,False,0.6221684827875194,0.04444444444444444,[],[0],[],"[4, 3, 1]",[]
a000357,sat_based,False,0.46302942040753614,0.0,[2],[],[],[],[]
a000358,graph_system,False,0.6453364851384251,0.02,[1],[],[],[],"[7, 5]"
a000359,cellular_automata,False,0.5492694358889293,0.06666666666666667,[0],[],[],[],"[1, 2]"
a000360,graph_system,False,0.618875395245861,0.0,[],[],[],[2],[]
a000361,probabilistic_system,False,0.5986642005515009,0.0,[3],[],[],[],[]
a000362,rewriting_system,False,0.5171186932278,0.05,[],[],[],"[3, 0]",[]
a000363,symbolic_system,False,0.5327408678908893,0.0,[2],[],[],[],[6]
a000364,random_interaction,False,0.4175171684960614,0.0,[],[],[],[],[]
a000365,cellular_automata,False,0.5746022471115905,0.04,"[6, 5, 7]",[],[],[],[4]
a000366,probabilistic_system,False,0.5541510722241385,0.0,[4],[],[7],[],[]
a000367,hypergraph,False,0.5447922558542766,0.0,[],[],[1],[],[]
a000368,sat_based,False,0.7040025889953138,0.02,[],[],[5],[],"[0, 4]"
a000369,probabilistic_system,False,0.5545307509161905,0.0,[],[],[],[2],[]
a000370,differentiable_system,False,0.28136255407775823,0.0,[],[],[],[],[]
a000371,sat_based,False,0.5174159480255845,0.0,[],[],[],[],[0]
a000372,cellular_automata,False,0.4438469222655702,0.12,[],[],[],"[1, 3, 4, 2]",[]
a000373,hypergraph,False,0.6453036644190189,0.0,[1],[],[],[4],[]
a000374,rewriting_system,False,0.4667127216154672,0.05,[],[],[],"[2, 1]",[]
a000375,rewriting_system,False,0.5252946010864676,0.0,[0],[],[],[1],[]
a000376,rewriting_system,False,0.46789799331469445,0.0,[],[],[],[2],[]
a000377,random_interaction,False,0.5710250989770622,0.0,[],[6],[0],[],[]
a000378,hypergraph,False,0.508369551138196,0.06666666666666667,"[2, 0]",[],[],[1],[]
a000379,probabilistic_system,False,0.6108726031013209,0.0,[0],[9],[],[],[]
a000380,hypergraph,False,0.4965421730780262,0.0,[0],[],[],[],[]
a000381,symbolic_system,False,0.5375744258810495,0.0,[],[],[],[0],[]
a000382,sat_based,False,0.7359146724366358,0.04,"[3, 4]",[],"[8, 5]",[],[2]
a000383,hypergraph,False,0.556100637846159,0.0,[6],[],[],[],[5]
a000384,symbolic_system,False,0.6030876915507701,0.06666666666666667,[],[],[],[1],"[3, 4, 2]"
a000385,differentiable_system,False,0.40004680007585397,0.02857142857142857,"[3, 0]",[],[],[],[]
a000386,cellular_automata,False,0.49021304716402003,0.0,[2],[],[],[],[]
a000387,graph_system,False,0.6097264491800265,0.02,[2],[],[],"[9, 7]",[]
a000388,rewriting_system,False,0.636708272692235,0.0,[],[],[],[3],[]
a000389,symbolic_system,False,0.5982279185633915,0.04,[],[2],[],[3],"[4, 1]"
a000390,differentiable_system,False,0.5353461309899749,0.0,[],[],[],[8],[]
a000391,rewriting_system,False,0.6160356113910032,0.025,[],[0],[],[4],"[3, 6]"
a000392,symbolic_system,False,0.5424562108058587,0.04,[],[],[],[],"[0, 3]"
a000393,random_interaction,False,0.6162413316764883,0.0,[3],[],[],[5],[]
a000394,differentiable_system,False,0.6164637238895454,0.0,[],[],[],[3],[0]
a000395,differentiable_system,False,0.4384150917431427,0.0,[],[],[],[],[2]
a000396,hypergraph,False,0.6132432262710645,0.0,[3],[],[],[],[8]
a000397,differentiable_system,False,0.3508638451552083,0.0,[],[],[],[],[]
a000398,cellular_automata,False,0.6387489546658931,0.0,[],[],[8],[],[9]
a000399,symbolic_system,False,0.49893383822422493,0.0,[],[2],[],[],[]
a000400,rewriting_system,False,0.6087452423655265,0.04,"[3, 1]",[],[],"[8, 9]",[]
a000401,hypergraph,False,0.6306014307264646,0.04,"[4, 2]",[],[0],[1],[]
a000402,symbolic_system,False,0.49899939918762437,0.0,[],[2],[],[],[]
a000403,probabilistic_system,False,0.5098537140260256,0.0,[],[0],[],[],[]
a000404,graph_system,False,0.5112904690851471,0.0,[],[],[],[7],[]
a000405,hypergraph,False,0.5459812943159312,0.0,[],[],[],[1],[2]
a000406,cellular_automata,False,0.5099764424923794,0.0,[0],[],[],[],[]
a000407,graph_system,False,0.5519892444649324,0.0,[],[],[],[1],[2]
a000408,random_interaction,False,0.5890786193645885,0.02,[],[],[],"[0, 2]",[3]
a000409,symbolic_system,False,0.6588362326461918,0.02222222222222222,[4],[],"[5, 0]",[],[]
a000410,hypergraph,False,0.5197930608225075,0.0,[3],[],[],[],[]
a000411,graph_system,False,0.6237772700760879,0.025,[],[],[],"[3, 1]",[4]
a000412,sat_based,False,0.47242486549346896,0.0,[],[4],[],[],[]
a000413,hypergraph,False,0.42279942033181445,0.0,[5],[],[],[],[]
a000414,graph_system,False,0.6067478127863968,0.0,[],[],[],[1],[4]
a000415,cellular_automata,False,0.5667415181815835,0.0,[8],[],[],[],[]
a000416,hypergraph,False,0.6891680446418943,0.04,"[3, 8]","[1, 5]",[4],[],[0]
a000417,differentiable_system,False,0.6051422612231451,0.0,[0],[],[],[],[6]
a000418,differentiable_system,False,0.4651872526602432,0.025,"[1, 7]",[],[],[],[]
a000419,graph_system,False,0.6807295882047925,0.0,[],[1],[],[6],[5]
a000420,rewriting_system,False,0.5452468715331595,0.03333333333333333,[],[],[],"[3, 5]",[]
a000421,cellular_automata,False,0.5053383015404169,0.06666666666666667,[],[],[],[],"[1, 0]"
a000422,cellular_automata,False,0.5745709169025516,0.03333333333333333,"[2, 5]",[1],[],[],[]
a000423,rewriting_system,False,0.4673139761471871,0.0,[],[],[],[0],[]
a000424,symbolic_system,False,0.6547433455373357,0.02222222222222222,[1],[],"[5, 7]",[],[4]
a000425,symbolic_system,False,0.6790696674100289,0.0,[],[],[4],[],[0]
a000426,hypergraph,False,0.4961170493872502,0.05,"[3, 7, 2]",[],[],[],[]
a000427,symbolic_system,False,0.668002451838807,0.0,[5],[],[7],[],[1]
a000428,sat_based,False,0.6258993594286036,0.0,[4],[0],[3],[],[]
a000429,differentiable_system,False,0.6525006960614235,0.0,[],[],[],[1],[9]
a000430,hypergraph,False,0.5442565805795849,0.0,[0],[],[],[],[2]
a000431,hypergraph,False,0.613676952359714,0.025,[],[],[],[],"[1, 4]"
a000432,differentiable_system,False,0.5132074839781596,0.0,[],[],[],[],[]
a000433,rewriting_system,False,0.6630667724046619,0.02222222222222222,[],[],[4],"[3, 8]",[1]
a000434,probabilistic_system,False,0.553958799384713,0.0,[],[],[6],[3],[]
a000435,symbolic_system,False,0.5859968342721998,0.0,[],[0],[],[],[2]
a000436,probabilistic_system,False,0.5803743206607821,0.03333333333333333,[],[],"[5, 3]",[],[]
a000437,probabilistic_system,False,0.593961566248547,0.0,[],[],[4],[],[3]
a000438,symbolic_system,False,0.598373262097317,0.0,[0],[],[],[],[5]
a000439,differentiable_system,False,0.47337871733066317,0.0,[],[],[],[],[]
a000440,graph_system,False,0.454300586148752,0.08,[],[],[],"[0, 2, 1]",[]
a000441,cellular_automata,False,0.5197211787866887,0.02222222222222222,[],"[5, 0]",[],[],[]
a000442,rewriting_system,False,0.5185603122638158,0.0,[],[],[],[0],[]
a000443,hypergraph,False,0.623828965609395,0.0,[0],[],[],[],[2]
a000444,differentiable_system,False,0.565118791156358,0.0,[],[],[],[],[3]
a000445,hypergraph,False,0.41757088697712985,0.0,[1],[],[],[],[]
a000446,cellular_automata,False,0.5147388461257016,0.0,[],[],[],[],[]
a000447,rewriting_system,False,0.6923249070845782,0.0,[],[4],[5],[2],[]
a000448,random_interaction,False,0.5332888353178475,0.0,[5],[],[],[],[]
a000449,sat_based,False,0.4656797249314527,0.0,[],[],[],[],[]
a000450,random_interaction,False,0.5245551062954315,0.0,[],[],[1],[],[]
a000451,graph_system,False,0.5046112765654222,0.0,[],[],[],[2],[]
a000452,graph_system,False,0.506317072770222,0.05,[],[],[],"[5, 1, 6]",[4]
a000453,hypergraph,False,0.7413959892496642,0.04,"[3, 1]",[7],"[2, 6]",[],[]
a000454,sat_based,False,0.5594028243816176,0.025,[],"[3, 1]",[],[],[]
a000455,rewriting_system,False,0.5707668307540978,0.1,"[5, 0, 3]",[],[],"[2, 1]",[]
a000456,probabilistic_system,False,0.36635004405585114,0.06666666666666667,[],[],"[1, 2]",[],[]
a000457,sat_based,False,0.46663534050224004,0.0,[],[0],[],[],[]
a000458,rewriting_system,False,0.5344523026218123,0.0,[],[],[],[2],[]
a000459,sat_based,False,0.5258410659001259,0.0,[],[],[0],[],[]
a000460,random_interaction,False,0.5534920148956858,0.0,[],[],[],[4],[0]
a000461,probabilistic_system,False,0.5118613752668166,0.0,[],[7],[1],[],[]
a000462,random_interaction,False,0.56586318242824,0.05,[],"[6, 5, 2]",[],[],[]
a000463,graph_system,False,0.632721665859972,0.0,[3],[4],[],[1],[]
a000464,sat_based,False,0.5294585553500484,0.0,[],[],[5],[],[]
a000465,sat_based,False,0.6919615331646404,0.02,[2],[],[],"[1, 6]",[]
a000466,graph_system,False,0.5220054584582885,0.0,[],[],[],[2],[]
a000467,symbolic_system,False,0.7397618600705566,0.025,[],[],"[7, 0]",[],[2]
a000468,symbolic_system,False,0.5827734018993954,0.0,[5],[],[],[],[2]
a000469,hypergraph,False,0.46825663368424325,0.05,"[3, 1]",[],[],[],[]
a000470,sat_based,False,0.5496133171777926,0.0,[],[],[2],[],[]
a000471,differentiable_system,False,0.47481524101835093,0.0,[],[],[],[5],[]
a000472,cellular_automata,False,0.5566392703972963,0.0,[3],[4],[],[],[]
a000473,random_interaction,False,0.41171749882287106,0.0,[],[],[],[],[]
a000474,random_interaction,False,0.5169367830006045,0.02,"[9, 0]",[],[],[],[]
a000475,graph_system,False,0.48766087573570954,0.0,[],[],[],[2],[]
a000476,random_interaction,False,0.4975607438500621,0.0,[],[],[0],[],[5]
a000477,sat_based,False,0.6019725151854273,0.04444444444444444,[],"[3, 5, 6]",[2],[],[]
a000478,probabilistic_system,False,0.621608555251658,0.0,[],[],[],[6],[]
a000479,symbolic_system,False,0.4389240368149972,0.04,[],[],"[0, 1]",[],[]
a000480,probabilistic_system,False,0.4122074753705637,0.05,[],[],"[3, 1]",[],[]
a000481,symbolic_system,False,0.682896957027484,0.025,[4],[],[],[3],"[7, 2]"
a000482,cellular_automata,False,0.5187012660244695,0.06,[],[],[],"[9, 5, 6, 0]",[]
a000483,rewriting_system,False,0.6567606312784268,0.0,[],[],[4],[3],[]
a000484,probabilistic_system,False,0.6195436431866932,0.0,[5],[8],[],[],[]
a000485,graph_system,False,0.6078506425756821,0.0,[],[],[],[3],[1]
a000486,rewriting_system,False,0.5656197415644668,0.0,[],[],[],[2],[]
a000487,cellular_automata,False,0.5374632705751722,0.0,[],[],[],[],[]
a000488,differentiable_system,False,0.3290876828766097,0.0,[],[],[],[],[]
a000489,random_interaction,False,0.6051733101765964,0.0,[6],[4],[],[],[1]
a000490,probabilistic_system,False,0.4617569562034095,0.0,[],[2],[],[],[]
a000491,graph_system,False,0.7059292769056968,0.04444444444444444,[],[2],[],"[5, 0]","[7, 6]"
a000492,random_interaction,False,0.4271997405989481,0.0,[],[1],[],[],[]
a000493,graph_system,False,0.6215513351195352,0.0,[6],[],[5],[],[]
a000494,hypergraph,False,0.5621914352845439,0.0,[],[3],[],[],[2]
a000495,graph_system,False,0.5090463248361303,0.03333333333333333,[],[],[],"[4, 0]",[]
a000496,cellular_automata,False,0.47729240098405656,0.02222222222222222,"[1, 5]",[],[],[],[]
a000497,probabilistic_system,False,0.5949804414703944,0.0,[],[],[7],[],[5]
a000498,random_interaction,False,0.6073039768693156,0.0,[],[],[],[3],[3]
a000499,differentiable_system,False,0.3928015465657135,0.0,[],[],[],[],[]
a000500,sat_based,False,0.498856161622882,0.0,[],[],[3],[],[]
a000501,probabilistic_system,False,0.5665797423213907,0.0,[],[1],[2],[],[]
a000502,differentiable_system,False,0.489398053882399,0.06666666666666667,[],[],[],"[1, 3, 4]",[]
a000503,random_interaction,False,0.5995751057836441,0.0,[],[],[],[],[]
a000504,probabilistic_system,False,0.6357370852675175,0.0,[],[5],[],[],[0]
a000505,rewriting_system,False,0.6525537567235846,0.0,[],[],[3],[],[]
a000506,differentiable_system,False,0.2974795068385971,0.0,[],[],[],[],[]
a000507,rewriting_system,False,0.5539121938073122,0.02857142857142857,[],[],[],"[0, 1]",[]
a000508,hypergraph,False,0.5529943075397837,0.06666666666666667,[],[],[],[],"[0, 2]"
a000509,sat_based,False,0.6758127949409019,0.025,[],[],[],[5],"[3, 6]"
a000510,differentiable_system,False,0.624221850930821,0.05,[2],[],[],"[4, 0, 1]",[]
a000511,symbolic_system,False,0.4366650503757228,0.0,[],[3],[],[],[]
a000512,cellular_automata,False,0.5400064223155661,0.0,[],[],[],[],[]
a000513,hypergraph,False,0.5180354419209018,0.0,[2],[],[],[],[]
a000514,rewriting_system,False,0.5255976445363059,0.05714285714285714,[],[],[],"[5, 4, 3]",[]
a000515,sat_based,False,0.6140615330101912,0.0,[],[2],[],[],[4]
a000516,symbolic_system,False,0.63641578914949,0.0,[4],[6],[],[],[7]
a000517,random_interaction,False,0.6009172793512485,0.02857142857142857,[],[2],[],[],"[0, 6]"
a000518,hypergraph,False,0.6190019526400938,0.0,[],[],[],[],[0]
a000519,graph_system,False,0.594405377760515,0.0,[],[1],[],[3],[]
a000520,random_interaction,False,0.5545815484866997,0.0,[],[],[3],[6],[]
a000521,random_interaction,False,0.5728797745299223,0.0,[0],[],[],[],[]
a000522,probabilistic_system,False,0.5217796857647918,0.0,[0],[],[2],[],[]
a000523,random_interaction,False,0.5123355594991243,0.0,[0],[],[],[],[]
a000524,rewriting_system,False,0.5164252432058449,0.0,[],[],[1],[3],[]
a000525,graph_system,False,0.7455310278864461,0.025,[3],[],[],"[6, 5]",[4]
a000526,sat_based,False,0.416072244095831,0.0,[],[],[],[],[]
a000527,hypergraph,False,0.7226014359000326,0.0,[4],[],[],[6],[5]
a000528,cellular_automata,False,0.5174313172767744,0.0,[2],[],[],[7],[]
a000529,symbolic_system,False,0.5374873204703597,0.0,[],[6],[],[7],[]
a000530,hypergraph,False,0.6088733065795905,0.0,[2],[],[],[0],[0]
a000531,differentiable_system,False,0.4797631833792333,0.0,[],[],[],[3],[]
a000532,random_interaction,False,0.5815520260301231,0.0,[1],[],[],[0],[]
a000533,hypergraph,False,0.5504191039548865,0.0,[1],[],[],[],[0]
a000534,hypergraph,False,0.5105644647785408,0.0,[],[],[],[1],[]
a000535,cellular_automata,False,0.6550499812654593,0.02857142857142857,"[1, 0]",[2],[],[],[]
a000536,rewriting_system,False,0.5623468095866866,0.02222222222222222,[],[],[],"[4, 8]",[]
a000537,probabilistic_system,False,0.5779761474474351,0.03333333333333333,[],[],"[0, 1]",[],[2]
a000538,graph_system,False,0.5465706917999815,0.0,[],[],[0],[],[]
a000539,probabilistic_system,False,0.5607771234549241,0.0,[],[],[],[],[]
a000540,rewriting_system,False,0.6283114186640856,0.0,[],[],[],[0],[2]
a000541,rewriting_system,False,0.4850884678355293,0.06666666666666667,[],[],[],"[5, 0, 1]",[]
a000542,sat_based,False,0.35533100014530344,0.0,[],[],[],[],[]
a000543,differentiable_system,False,0.5823421153817822,0.0,[],[],[4],[],[3]
a000544,cellular_automata,False,0.6616512325092605,0.0,[5],[],[],[2],[]
a000545,probabilistic_system,False,0.5611851623755666,0.0,[],[],[0],[],[]
a000546,rewriting_system,False,0.5174371990076068,0.0,[],[],[],[2],[]
a000547,rewriting_system,False,0.39407106310437495,0.06666666666666667,[],[],[],"[0, 1]",[]
a000548,sat_based,False,0.3727710464397056,0.06666666666666667,[],"[1, 0]",[],[],[]
a000549,cellular_automata,False,0.44681359735541504,0.0,[],[],[0],[],[]
a000550,rewriting_system,False,0.42346490580611745,0.08,[],[],[],"[4, 0, 3]",[]
a000551,cellular_automata,False,0.5090490044087976,0.0,[0],[],[],[],[]
a000552,random_interaction,False,0.4677954925581217,0.0,[],[],[],[],[2]
a000553,symbolic_system,False,0.5821479119255474,0.0,[],[],[],[4],[2]
a000554,rewriting_system,False,0.45697533597323553,0.06666666666666667,[],[],[],"[1, 7, 4, 6]",[]
a000555,probabilistic_system,False,0.6371650970371322,0.04,[],[],[2],[],"[4, 3]"
a000556,cellular_automata,False,0.720627422104673,0.0,[0],[],[],[4],[]
a000557,cellular_automata,False,0.3174545055701617,0.0,[],[],[],[],[]
a000558,rewriting_system,False,0.431936385344062,0.06666666666666667,[],[],[],"[0, 1]",[]
a000559,probabilistic_system,False,0.4924399353932179,0.0,[],[0],[],[],[5]
a000560,graph_system,False,0.698882302677359,0.0,[],[],[],[3],[6]
a000561,probabilistic_system,False,0.41378874387430836,0.0,[],[],[2],[],[]
a000562,graph_system,False,0.5968114470363657,0.02,[],[],[],"[4, 6]",[2]
a000563,hypergraph,False,0.7369713727211205,0.0,[7],[],[],[0],[8]
a000564,differentiable_system,False,0.3971015868724982,0.0,[],[],[],[],[1]
a000565,sat_based,False,0.5148214575566442,0.025,[],"[7, 1]",[6],[],[]
a000566,sat_based,False,0.534934115538013,0.0,[],[],[],[],[]
a000567,random_interaction,False,0.5154337359124865,0.0,[],[],[],[],[2]
a000568,sat_based,False,0.540281305344853,0.02857142857142857,[],[],"[1, 5]",[],[]
a000569,random_interaction,False,0.6023705519262472,0.05714285714285714,[],[],"[3, 5]","[1, 6]",[]
a000570,probabilistic_system,False,0.5473456504015337,0.0,[],[],[5],[6],[]
a000571,hypergraph,False,0.6278328164558508,0.02,[7],[],"[1, 2]",[],[]
a000572,sat_based,False,0.7317384497369932,0.0,[],[0],[8],[2],[]
a000573,sat_based,False,0.6128126693593303,0.0,[],[2],[],[],[4]
a000574,differentiable_system,False,0.351017082086218,0.0,[],[],[],[],[]
a000575,symbolic_system,False,0.5819443560293058,0.0,[],[],[2],[3],[]
a000576,symbolic_system,False,0.7425734976159444,0.0,[7],[],[],[9],[5]
a000577,probabilistic_system,False,0.6636427861010584,0.0,[4],[],[],[],[1]
a000578,symbolic_system,False,0.6321341580913953,0.0,[],[],[],[4],[]
a000579,cellular_automata,False,0.462811771525366,0.0,[],[],[5],[],[]
a000580,random_interaction,False,0.580450135935464,0.0,[],[],[],[],[6]
a000581,probabilistic_system,False,0.5990846562096506,0.0,[],[],[4],[],[]
a000582,sat_based,False,0.5209053292090798,0.0,[],[1],[],[6],[]
a000583,cellular_automata,False,0.3736139431591038,0.0,[],[],[],[2],[]
a000584,symbolic_system,False,0.5752390106360401,0.03333333333333333,[2],[],[],[],"[0, 4]"
a000585,hypergraph,False,0.6531364270386796,0.0,[4],[],[5],[],[]
a000586,graph_system,False,0.5875582711553762,0.02,[3],[],[],"[9, 6]",[]
a000587,random_interaction,False,0.3539833992222172,0.0,[],[],[],[],[]
a000588,symbolic_system,False,0.5807029188186619,0.0,[1],[3],[],[],[]
a000589,sat_based,False,0.48378449714521404,0.02222222222222222,"[3, 4]",[5],[],[],[]
a000590,hypergraph,False,0.5181997189440323,0.05,[3],[],[],[],"[0, 1]"
a000591,symbolic_system,False,0.5363667916582862,0.0,[0],[4],[],[],[]
a000592,differentiable_system,False,0.4484074874379146,0.0,[3],[],[],[],[]
a000593,random_interaction,False,0.49915649165109566,0.0,[],[],[],[],[8]
a000594,hypergraph,False,0.4709792666394006,0.02857142857142857,[],"[6, 2]",[],[],[]
a000595,rewriting_system,False,0.49344489845280026,0.04,[],[],[],"[0, 1]",[2]
a000596,probabilistic_system,False,0.5060957095413988,0.0,[],[],[8],[1],[]
a000597,random_interaction,False,0.6896167088522311,0.0,[],[],[0],[6],[]
a000598,differentiable_system,False,0.4815438378057933,0.0,[],[],[],[],[]
a000599,sat_based,False,0.6301402964885227,0.02,"[8, 4]",[],[],[2],[]
a000600,probabilistic_system,False,0.6408661858866547,0.02,[4],[],"[9, 8]",[6],[]
a000601,cellular_automata,False,0.4534731403638501,0.02857142857142857,[],[],"[4, 6]",[],[]
a000602,random_interaction,False,0.5966586736921877,0.0,[],[0],[],[6],[]
a000603,hypergraph,False,0.6133218804288382,0.0,[0],[],[3],[],[]
a000604,symbolic_system,False,0.5521472260849208,0.0,[],[],[],[0],[1]
a000605,symbolic_system,False,0.5794508800034694,0.0,[3],[],[],[],[1]
a000606,rewriting_system,False,0.43720873655158793,0.12,[],[],[],"[7, 2, 0, 6, 1, 8, 4]",[]
a000607,differentiable_system,False,0.552570529437783,0.0,[],[3],[],[2],[]
a000608,symbolic_system,False,0.643954977783227,0.0,[2],[],[],[0],[]
a000609,rewriting_system,False,0.63474439977801,0.0,[3],[],[],[6],[0]
a000610,probabilistic_system,False,0.6139259897299085,0.04,[],[],"[3, 9, 7]",[],[]
a000611,hypergraph,False,0.5773338007550335,0.0,[],[],[],[],[]
a000612,differentiable_system,False,0.4091583720131135,0.0,[],[],[],[],[]
a000613,rewriting_system,False,0.6564131374050458,0.0,[1],[],[],[0],[2]
a000614,hypergraph,False,0.6553948432866072,0.0,[0],[],[],[1],[2]
a000615,symbolic_system,False,0.5434956571580599,0.0,[5],[7],[],[],[]
a000616,differentiable_system,False,0.56695274433133,0.0,[],[],[],[],[2]
a000617,graph_system,False,0.5337771707991392,0.0,[],[],[],[7],[]
a000618,hypergraph,False,0.6365274267093628,0.0,[1],[],[],[],[3]
a000619,random_interaction,False,0.4682374519714986,0.0,[],[],[],[],[]
a000620,hypergraph,False,0.7286296609408941,0.0,[1],[5],[4],[],[9]
a000621,sat_based,False,0.4342555184431209,0.03333333333333333,[],"[1, 3]",[],[],[]
a000622,hypergraph,False,0.5485831660141037,0.0,[],[],[],[],[1]
a000623,differentiable_system,False,0.3214652594143273,0.0,[],[],[],[],[]
a000624,cellular_automata,False,0.6281000814019644,0.0,[8],[],[],[],[]
a000625,probabilistic_system,False,0.40986533330253383,0.02222222222222222,[],[],"[1, 2]",[],[]
a000626,graph_system,False,0.4119769660577071,0.06666666666666667,[],[],[],"[2, 1]",[]
a000627,sat_based,False,0.5375934698288207,0.0,[],[],[3],[],[]
a000628,random_interaction,False,0.5252774108877871,0.0,[],[],[],[],[2]
a000629,probabilistic_system,True,0.7270458527023037,0.0,[],[1],[6],[4],[]
a000630,differentiable_system,False,0.4013650501987742,0.0,[],[],[],[],[]
a000631,sat_based,False,0.5148175166071204,0.0,[],[3],[],[],[]
a000632,differentiable_system,False,0.37272692472887187,0.0,[],[],[],[],[]
a000633,hypergraph,False,0.6154171001067585,0.0,[3],[],[],[],[1]
a000634,cellular_automata,False,0.5756466956120094,0.02,[],[],"[5, 9]",[3],[]
a000635,sat_based,False,0.6480588834836563,0.0,[6],[],[],[],[5]
a000636,random_interaction,False,0.6075878391338813,0.04,[],[],"[3, 1]",[],[4]
a000637,symbolic_system,False,0.6408647132210396,0.02857142857142857,[],[],"[5, 6]",[],[1]
a000638,graph_system,False,0.42823457618427635,0.06666666666666667,[],[],[],"[2, 1]",[]
a000639,symbolic_system,False,0.782386577189331,0.02,"[7, 6]",[5],[0],[],[9]
a000640,sat_based,False,0.568105170269608,0.0,[],[],[],[],[0]
a000641,probabilistic_system,False,0.6214647247418401,0.02,[],[],"[2, 3]",[],[]
a000642,symbolic_system,False,0.746977963117474,0.0,[0],[],[7],[],[2]
a000643,rewriting_system,False,0.6333900417985717,0.0,[],[],[],[8],[0]
a000644,graph_system,False,0.42907235783342246,0.0,[],[],[],[2],[]
a000645,probabilistic_system,True,0.6328371898317997,0.05,[],[],[],"[0, 3]",[0]
a000646,graph_system,False,0.5921041811675447,0.04,[],[0],[],[1],"[4, 3]"
a000647,differentiable_system,False,0.4786183278455553,0.0,[],[],[],[],[]
a000648,probabilistic_system,False,0.5205853778545801,0.0,[6],[],[],[],[]
a000649,graph_system,False,0.4506851484548705,0.05,[],[],[],"[2, 3]",[]
a000650,sat_based,False,0.36187850259526205,0.0,[],[],[],[],[]
a000651,differentiable_system,False,0.29873498611734056,0.0,[],[],[],[],[]
a000652,rewriting_system,False,0.4947560515804444,0.0,[],[],[],[0],[]
a000653,differentiable_system,False,0.5918916936462278,0.0,[],[],[],[],[2]
a000654,probabilistic_system,False,0.625166408715384,0.0,[],[],[4],[8],[3]
a000655,probabilistic_system,False,0.4438921389812502,0.06,[],"[6, 0, 3, 4]",[],[],[]
a000656,probabilistic_system,False,0.7143686552880367,0.0,[3],[],[4],[],[]
a000657,rewriting_system,False,0.4967356313676278,0.0,[],[],[],[1],[]
a000658,random_interaction,False,0.6586318737902117,0.0,[],[],[],[8],[7]
a000659,graph_system,False,0.5975314617955697,0.0,[],[0],[],[4],[]
a000660,random_interaction,False,0.4382379018308196,0.0,[],[],[],[],[]
a000661,symbolic_system,False,0.5294627301329157,0.0,[],[],[],[2],[]
a000662,random_interaction,False,0.6636531360328488,0.0,[0],[],[2],[],[]
a000663,differentiable_system,False,0.36572745524723926,0.0,[],[],[],[],[]
a000664,graph_system,False,0.5707622454257602,0.0,[],[1],[],[],[]
a000665,random_interaction,False,0.44002300962123436,0.0,[],[],[],[],[]
a000666,random_interaction,False,0.5864444954957834,0.06666666666666667,[],[],[],"[1, 5, 2]","[6, 7]"
a000667,symbolic_system,False,0.5167045765464015,0.0,[2],[],[],[],[0]
a000668,graph_system,False,0.5266480387892886,0.04,[],[],[],"[3, 0]",[]
a000669,sat_based,False,0.48291580054007166,0.0,[],[7],[],[],[]
a000670,sat_based,False,0.5224324366001816,0.04,"[3, 4]",[1],[],[],[]
a000671,symbolic_system,False,0.6135904049319458,0.0,[3],[],[],[],[]
a000672,symbolic_system,False,0.5490045493902864,0.06666666666666667,[],[],[],[],"[5, 1, 4]"
a000673,probabilistic_system,False,0.6047768511048898,0.02,[2],[],"[5, 6]",[],[]
a000674,symbolic_system,False,0.6895184291810807,0.0,[4],[],[],[3],[1]
a000675,hypergraph,False,0.463781586531354,0.0,[],[],[],[],[]
a000676,sat_based,False,0.6238820406601374,0.0,[1],[4],[],[],[]
a000677,rewriting_system,False,0.7684222295699625,0.02,[9],[],[6],[0],"[1, 3]"
a000678,cellular_automata,False,0.5359756715724652,0.0,[],[],[],[4],[0]
a000679,differentiable_system,False,0.43725215004147433,0.0,[],[6],[],[],[]
