architecture_id,paradigm,e_star_complete,perturbation_sensitivity,propagation,fixed_point_strength,abstraction_growth,hierarchy_emergence,transfer,uncertainty_handling,reconstruction,convergence,stability,compositionality,substitution_response,canonical_class,lab_distance,weakest_lab_correspondence
a001842,rewriting_system,False,0.09214106767208519,0.45764595216651816,0.42217434348990623,0.028733612084795523,0.0060539485177167895,0.011098852682421027,0.28325457972835755,0.37586616626051017,0.7812192615481522,0.48955890490929,0.26947827408778663,0.3121472553823498,canon_411,0.5015848879455302,weak_behavioral_equivalence
a001843,differentiable_system,False,0.08527260187218057,0.3948198809644846,0.30316876386232994,0.4102101327572618,0.01567033150048258,0.2520943036716282,0.630658189236472,0.6122053537078043,0.6077070845826038,0.38881140452899526,0.41530290338731124,0.376673958736634,canon_229,0.5894171042193106,failed
a001844,random_interaction,False,0.09111186384035826,0.42047989411324754,0.5439283226681135,0.03766662760006023,0.01447363996912543,0.019960353318734345,0.517407598443077,0.0197702299534811,0.7688934730720915,0.594109050616857,0.03127567952779375,0.08753982579028041,canon_159,0.6736347736121859,failed
a001847,sat_based,False,0.10903418596189646,0.29092049001202264,0.6821183311559731,0.7068247030773902,0.4156257423524474,0.07841695909319124,0.43613922795200244,0.3858239517512506,0.7224059624799424,0.7091972054921498,0.5213647593380736,0.5130810529784904,canon_179,0.48067720764157695,weak_behavioral_equivalence
a001857,differentiable_system,False,0.07200771521264436,0.02442174261973057,0.29314394316283127,0.42427434220776683,0.008058309842962352,0.015468590542658296,0.027748636433459595,0.30392400382069973,0.8195546425071256,0.38259280903463755,0.27284734736892535,0.01883415275253275,canon_500,0.7691712714636582,failed
a001858,random_interaction,False,0.11551988658541149,0.499028112012914,0.6305554434965907,0.01851284870163583,0.009563804862055492,0.011848621871273272,0.5234649200841459,0.16854991322516033,0.7686368242142698,0.6637542240512935,0.12112117113965656,0.838948953160767,canon_131,0.5598757077092665,failed
a001860,symbolic_system,False,0.05654749236195569,0.1351259212214082,0.30644538973793334,0.06423350516716919,0.0020648037997392232,0.0010306830720678815,0.029749608840272668,0.38152996771691733,0.8228800041509012,0.3966681691007154,0.17226626292974626,0.031129332215584782,canon_515,0.7742669338415898,failed
a001863,differentiable_system,False,0.08972608468238961,0.24194175740777737,0.5658280926822823,0.02775753672025283,0.011520549613964093,0.03838100330543032,0.041034988890089164,0.5455148795357451,0.8263885300198857,0.6131348970864369,0.18942012398868435,0.31578848012931693,canon_490,0.6010977080350365,failed
a001866,graph_system,False,0.10692929895736275,0.27126519292948337,0.6668911090730575,0.04293743603863487,0.024282413707716388,0.14639079916290249,0.04607396791464424,0.07689035433663927,0.9204916214893699,0.6965463573399604,0.07417395739479828,0.022558117397372124,canon_394,0.7846307307912197,failed
a001872,sat_based,False,0.05071096444721201,0.0251025671743382,0.5928857397224458,0.029153281203227355,0.012800988493476051,0.0008951147743312689,0.02687512904255318,0.1678342436519285,0.9174522041613806,0.6431711423499822,0.025870619190805952,0.01689506831835097,canon_492,0.7056839091320901,failed
a001874,symbolic_system,False,0.11157968828937032,0.28498763598739557,0.29139429891599883,0.41633704129499094,0.012792321477790358,0.0016173530948895864,0.34232562596488336,0.3572447041882089,0.7022192040996291,0.3738036519743541,0.4928200037280539,0.5506205424890587,canon_139,0.6216885662978019,failed
a001876,hypergraph,False,0.08692518835714336,0.3532831114454267,0.7224758336064276,0.7034185659430031,0.44864827703279797,0.16605822585157787,0.07529773787255634,0.3924849084562293,0.7758570536397021,0.7479166765468998,0.5233788067990054,0.08115045087872697,canon_381,0.6196083499668852,failed
a001880,graph_system,False,0.12296470828489049,0.2750558604512821,0.577689379869077,0.39446323413832096,0.174994822535101,0.04954410415220129,0.02756539033237415,0.3394161132274197,0.8110890116339359,0.6169907446559976,0.46930131782929296,0.02546964918910455,canon_331,0.5906650008988287,failed
a001881,cellular_automata,False,0.10636003590347373,0.33308684285756396,0.5987992488720459,0.41780835559157636,0.1955580537160772,0.10831315269025779,0.039422445453113686,0.4373243405719425,0.7379351063356585,0.6382900825620947,0.35492031457499196,0.5293252367071877,canon_313,0.5726842520576042,failed
a001882,probabilistic_system,False,0.10217605399250643,0.4175526747164443,0.5686773460985096,0.03263269025806259,0.013821740320665465,0.014863561677416032,0.5243442413625369,0.3908794470683697,0.7594532871419113,0.6132626004375605,0.13018073964557975,0.5665978301432445,canon_109,0.48422560870129167,weak_behavioral_equivalence
a001883,rewriting_system,False,0.07481044076423278,0.5979502281629502,0.4820113116945405,0.03896541071723847,0.011293975450595017,0.017104976919015663,0.6579590450610776,0.46216886871229046,0.662998307127975,0.5439835317262178,0.33565261057873835,0.5616164847100961,canon_280,0.5446135295122363,failed
a001884,cellular_automata,False,0.12246711017076638,0.30333400109624226,0.48954355418819107,0.42843589725504727,0.1360437868089247,0.004164160187190042,0.04578360386487823,0.33573319776119104,0.7863965127170345,0.5415347079499241,0.4899846085902601,0.31144353141591097,canon_517,0.690148184147476,failed
