architecture_id,paradigm,e_star_complete,canonical_class,canonical_signature,lab_distance,weakest_lab_correspondence
a000623,differentiable_system,False,canon_374,R[2:1;4:1;5:1;7:1]E[2>4;4>5;7>2],0.6666136736114864,failed
a000628,random_interaction,False,canon_168,R[0:1;3:2]E[3>0],0.7315788178312518,failed
a000629,probabilistic_system,True,canon_037,R[0:1;2:1;3:1;4:1;5:1;7:1;8:2]E[0>3;2>0;2>3;2>8;3>8;4>2;4>3;4>8;5>2;5>7;7>2;7>3;7>4],0.38028652334792085,weak_behavioral_equivalence
a000630,differentiable_system,False,canon_340,R[2:1;3:1;4:1;5:1;7:1]E[2>3;2>4;3>4;5>2;7>5],0.6263678909640109,failed
a000633,hypergraph,False,canon_234,R[0:2;2:1;3:1;5:1;6:1;7:1;8:1]E[0>7;0>8;2>0;2>5;3>0;3>2;5>0;5>7;6>0;6>8;7>6],0.5471740229423067,failed
a000635,sat_based,False,canon_370,R[2:1;3:3;5:1;6:1;7:1;8:1]E[2>3;2>6;2>7;2>8;3>8;5>6;6>3;7>3;7>5;7>6],0.5613033953688392,failed
a000638,graph_system,False,canon_380,R[2:1;4:1;5:1]E[4>2;4>5;5>2],0.7308090423483636,failed
a000641,probabilistic_system,False,canon_263,R[0:2;3:1;4:1;8:1]E[0>3;0>4;0>8;4>0;4>3;4>8;8>3],0.548781917281454,failed
a000643,rewriting_system,False,canon_448,R[3:1;5:2;8:2]E[3>5;5>8],0.6182231211987173,failed
a000644,graph_system,False,canon_203,R[0:1;5:1]E[0>5],0.7249645522519376,failed
a000645,probabilistic_system,True,canon_035,R[0:1;2:1;3:1;4:1;5:1;6:1;7:1;8:1]E[0>5;2>4;2>5;2>6;3>8;4>0;4>3;5>3;6>3;6>4;6>5;6>8;7>2;7>5;7>6],0.46378205274209167,weak_behavioral_equivalence
a000653,differentiable_system,False,canon_400,R[2:2;3:1;4:1;5:1;7:1;8:2]E[2>3;2>4;2>7;2>8;3>8;4>3;4>8;5>2;7>3;7>5],0.4796609180517578,weak_behavioral_equivalence
a000655,probabilistic_system,False,canon_292,R[0:2;4:1;5:1]E[0>4;0>5;5>0],0.6770522409024253,failed
a000657,rewriting_system,False,canon_120,R[0:1;3:1;4:1;8:2]E[0>3;3>4;3>8;4>8],0.5187535320067815,weak_behavioral_equivalence
a000660,random_interaction,False,canon_168,R[0:1;3:2]E[3>0],0.7293376371667433,failed
a000663,differentiable_system,False,canon_389,R[2:1;4:1]E[2>4],0.7838427839992244,failed
a000665,random_interaction,False,canon_142,R[0:1;3:1]E[0>3],0.7058356757216903,failed
a000666,random_interaction,False,canon_022,R[0:1;1:1;3:2;5:2;8:1]E[0>8;1>3;3>0;3>1;3>8;5>3;5>8],0.4458646595602785,weak_behavioral_equivalence
a000667,symbolic_system,False,canon_502,R[4:1;8:1]E[4>8],0.6844396116685522,failed
a000668,graph_system,False,canon_379,R[2:1;4:1;5:1]E[2>4;5>2],0.7367484820492824,failed
a000669,sat_based,False,canon_460,R[3:2;4:1;5:1]E[4>3;5>4],0.6186399521454191,failed
a000674,symbolic_system,False,canon_021,R[0:1;1:1;3:2;4:1;5:2;8:1]E[0>3;1>0;1>3;3>8;4>3;4>5;5>1],0.33109796496267757,quotient_or_refinement_morphism
a000678,cellular_automata,False,canon_493,R[4:1;5:2;6:1;7:1]E[4>6;6>5;7>4;7>5;7>6],0.6372737041428046,failed
a000682,random_interaction,False,canon_117,R[0:1;3:1;4:1;6:1]E[3>0;4>3;6>3;6>4],0.6464056498095341,failed
a000686,rewriting_system,False,canon_352,R[2:1;3:2;4:1;5:1;7:1;8:2]E[2>3;2>4;2>5;3>2;3>4;3>5;3>7;3>8;4>8;5>4;5>7;7>4],0.49821076114924007,weak_behavioral_equivalence
a000691,symbolic_system,False,canon_502,R[4:1;8:1]E[4>8],0.6823927489451502,failed
a000694,rewriting_system,False,canon_519,R[5:1;8:2]E[5>8],0.6702638464671921,failed
a000696,cellular_automata,False,canon_203,R[0:1;5:1]E[0>5],0.7290275499740204,failed
a000698,rewriting_system,False,canon_453,R[3:1;8:1]E[3>8],0.6830049234310234,failed
a000699,hypergraph,False,canon_061,R[0:1;2:1;3:2;4:2]E[2>4;3>2;3>4;4>0;4>2;4>3],0.6208811428625671,failed
a000709,graph_system,False,canon_491,R[4:1;5:1]E[4>5],0.7205854696014031,failed
a000716,random_interaction,False,canon_166,R[0:1;3:2;7:1]E[3>0;3>7;7>3],0.6376174647446163,failed
a000718,graph_system,False,canon_314,R[1:1;2:1;4:2;5:1]E[2>1;4>1;4>2;4>5;5>2],0.6315626502160876,failed
a000721,rewriting_system,False,canon_473,R[3:2;5:1;8:2]E[3>8;5>3],0.6169714668135508,failed
a000727,symbolic_system,False,canon_187,R[0:1;4:1;8:1]E[0>4;4>8],0.6315769590648859,failed
a000728,rewriting_system,False,canon_474,R[3:2;8:2]E[3>8],0.6793342871752234,failed
a000730,rewriting_system,False,canon_181,R[0:1;4:1;5:1;8:1]E[0>4;4>8;5>0],0.571133347494923,failed
a000731,differentiable_system,False,canon_398,R[2:1;6:2]E[2>6;6>2],0.8027151081115812,failed
a000733,random_interaction,False,canon_162,R[0:1;3:2;6:1;8:1]E[0>8;3>0;3>6;3>8;6>0;6>8],0.6327967753285926,failed
a000738,symbolic_system,False,canon_425,R[3:1;4:1;6:2;8:1]E[3>4;3>8;4>8;6>3;6>4],0.5972250526879957,failed
a000750,hypergraph,False,canon_028,R[0:1;1:1;4:1;5:2]E[0>1;1>4;1>5;4>5;5>0;5>1],0.5600866319305282,failed
a000751,sat_based,False,canon_496,R[4:1;5:2]E[5>4],0.6974557849360374,failed
a000753,symbolic_system,False,canon_476,R[3:3;4:1;5:1;7:1;8:1]E[3>5;3>8;4>3;5>3;7>3;7>4],0.44739848952955086,weak_behavioral_equivalence
a000755,sat_based,False,canon_038,R[0:1;2:1;3:1;4:1;5:1]E[0>5;2>0;3>2;5>4],0.6205905065177415,failed
a000756,differentiable_system,False,canon_389,R[2:1;4:1]E[2>4],0.7808428056130714,failed
a000766,hypergraph,False,canon_306,R[0:2;6:2]E[6>0],0.7498090803460978,failed
a000768,sat_based,False,canon_467,R[3:2;4:1]E[3>4;4>3],0.7058880383275954,failed
a000769,cellular_automata,False,canon_496,R[4:1;5:2]E[5>4],0.6926206218562938,failed
a000771,sat_based,False,canon_051,R[0:1;2:1;3:2;4:1;5:1;8:2]E[0>3;2>3;2>5;2>8;3>8;4>3;4>8;5>4;5>8;8>0],0.4421748378970103,weak_behavioral_equivalence
a000780,probabilistic_system,False,canon_300,R[0:2;4:2;5:1]E[0>5;4>0;5>4],0.6376190654205532,failed
a000781,probabilistic_system,False,canon_125,R[0:1;3:1;4:2;5:1]E[0>3;4>3;4>5;5>0],0.5605829238593806,failed
a000787,sat_based,False,canon_119,R[0:1;3:1;4:1;8:1]E[3>0;4>8;8>3],0.5807905277724349,failed
a000789,random_interaction,False,canon_161,R[0:1;3:2;5:2]E[0>5;3>0;3>5;5>3],0.6732000129486306,failed
a000791,probabilistic_system,False,canon_257,R[0:2;2:1;6:1]E[0>6;2>0;6>2],0.773603877529908,failed
a000792,graph_system,False,canon_113,R[0:1;3:1;4:1;5:2;8:2]E[0>8;3>5;3>8;4>3;4>5;4>8;5>0;5>8;8>3;8>5],0.4679623433153711,weak_behavioral_equivalence
a000794,symbolic_system,False,canon_496,R[4:1;5:2]E[5>4],0.6908877683217415,failed
a000798,hypergraph,False,canon_154,R[0:1;3:2;4:1;6:2;8:1]E[3>6;3>8;4>8;6>3;6>4;6>8;8>0],0.55414229389653,failed
a000799,sat_based,False,canon_201,R[0:1;5:1;8:1]E[0>8;5>0],0.6552867406202507,failed
a000800,sat_based,False,canon_435,R[3:1;4:2;5:2]E[4>3;4>5;5>4],0.6140089765891042,failed
a000801,random_interaction,False,canon_284,R[0:2;3:2]E[3>0],0.7339209092779552,failed
a000802,cellular_automata,False,canon_115,R[0:1;3:1;4:1;5:3]E[0>5;3>0;3>4;4>5;5>0],0.6196833834674338,failed
a000804,cellular_automata,False,canon_497,R[4:1;5:3;7:1]E[4>5;5>7;7>5],0.6187511200145439,failed
a000805,graph_system,False,canon_416,R[3:1;4:1;5:1]E[4>3;4>5;5>3],0.6507798906770915,failed
a000806,hypergraph,False,canon_526,R[6:2]E[],0.7943823206755044,failed
a000808,graph_system,False,canon_078,R[0:1;2:1;4:1;5:1;8:1]E[0>8;2>0;2>8;4>2;4>5;4>8;5>2],0.606070026376603,failed
a000812,rewriting_system,False,canon_171,R[0:1;3:3;4:1;5:1;8:1]E[0>5;3>0;3>4;3>8;4>3;4>8;5>3;5>4;5>8],0.437426399738251,weak_behavioral_equivalence
a000816,probabilistic_system,False,canon_068,R[0:1;2:1;3:3;5:1;7:1]E[0>3;2>0;2>3;3>0;3>2;3>5;5>2;5>7;7>2;7>3],0.5761029075994977,failed
a000822,symbolic_system,False,canon_110,R[0:1;3:1;4:1;5:1]E[0>3;4>0;4>3;5>4],0.5418546772623954,failed
a000825,hypergraph,False,canon_521,R[5:2;6:2;7:1]E[5>6;5>7;6>5;6>7;7>6],0.6683486332886136,failed
a000826,probabilistic_system,False,canon_296,R[0:2;4:1;8:1]E[0>4;0>8;4>0;4>8],0.6379146065233828,failed
a000829,cellular_automata,False,canon_029,R[0:1;1:1;5:1]E[0>1;1>5],0.639582174505599,failed
a000830,sat_based,False,canon_001,R[0:1;1:1;2:1;3:1;4:1;5:1]E[0>1;1>3;2>0;4>2;4>3;5>4],0.4970064468305788,weak_behavioral_equivalence
a000831,graph_system,False,canon_096,R[0:1;2:1]E[0>2],0.7843835059260384,failed
a000833,rewriting_system,False,canon_488,R[3:4;8:1]E[3>8],0.6828822365779873,failed
a000835,differentiable_system,False,canon_101,R[0:1;2:2;4:1;6:2]E[0>6;2>0;2>4;2>6;4>2;6>2;6>4],0.7144461064598848,failed
a000840,random_interaction,False,canon_486,R[3:4;4:1;5:2;8:1]E[3>4;3>5;3>8;4>3;4>8;5>3;8>3],0.535957413295069,failed
a000842,probabilistic_system,False,canon_307,R[0:2;8:1]E[0>8;8>0],0.7161142792420884,failed
a000845,random_interaction,False,canon_135,R[0:1;3:1;5:1]E[3>0;5>3],0.6747272140977593,failed
a000849,graph_system,False,canon_077,R[0:1;2:1;4:1;5:1;7:1]E[2>0;4>2;4>5;5>0;5>2;7>2;7>4;7>5],0.6094535696926134,failed
a000858,differentiable_system,False,canon_092,R[0:1;2:1;5:1]E[2>0;2>5;5>0],0.7351739782071911,failed
a000859,sat_based,False,canon_480,R[3:3;4:1;5:2]E[3>4;3>5;4>3;5>3;5>4],0.617164931459777,failed
a000860,differentiable_system,False,canon_377,R[2:1;4:1;5:1;8:1]E[2>4;2>5;2>8;4>8;5>4],0.6293293812667059,failed
a000862,rewriting_system,False,canon_237,R[0:2;2:1;3:1;5:2;8:2]E[0>3;0>5;2>0;2>3;2>5;2>8;3>0;3>8;5>0;5>8],0.5646460598515834,failed
a000864,hypergraph,False,canon_013,R[0:1;1:1;3:1;4:1;5:2;8:1]E[0>5;1>5;1>8;3>5;4>1;4>3;5>1;8>0],0.40206158245537965,weak_behavioral_equivalence
a000867,sat_based,False,canon_081,R[0:1;2:1;4:1;5:2]E[2>0;2>5;4>2;5>0;5>4],0.6649292088854354,failed
a000872,graph_system,False,canon_052,R[0:1;2:1;3:2;4:1;5:1]E[0>5;2>3;3>0;3>2;3>4;3>5;5>2;5>3],0.6434495748440925,failed
a000882,cellular_automata,False,canon_393,R[2:1;5:1]E[2>5],0.7827068951420179,failed
a000888,random_interaction,False,canon_256,R[0:2;2:1;5:1;8:1]E[0>5;2>0;5>8;8>0],0.6608082717941494,failed
a000892,sat_based,False,canon_317,R[1:1;3:1;4:1;5:1;8:1]E[1>3;3>8;4>1;4>3;4>8;5>4],0.34669789124458567,quotient_or_refinement_morphism
a000899,probabilistic_system,False,canon_227,R[0:2;2:1;3:1;4:1;5:2;7:1]E[0>3;0>5;2>0;2>3;4>2;5>2;5>4;5>7;7>2;7>5],0.5239631598747018,failed
a000901,cellular_automata,False,canon_076,R[0:1;2:1;4:1;5:1;7:1]E[0>5;2>7;4>0;7>4],0.6146547179578622,failed
a000902,cellular_automata,False,canon_228,R[0:2;2:1;3:1;4:1;5:2]E[0>2;0>5;2>3;2>5;3>4;5>0;5>2;5>3],0.6490331610824404,failed
a000907,rewriting_system,False,canon_453,R[3:1;8:1]E[3>8],0.6836476267553325,failed
a000909,hypergraph,False,canon_209,R[0:1;6:1]E[6>0],0.7612059673584086,failed
a000911,hypergraph,False,canon_429,R[3:1;4:1;6:2]E[3>6;6>3;6>4],0.702633130654769,failed
a000913,probabilistic_system,False,canon_273,R[0:2;3:2;4:1;6:1]E[0>3;0>4;3>0;3>4;3>6;4>3;6>0],0.6287303551536156,failed
a000919,graph_system,False,canon_438,R[3:1;5:1;6:2;8:1]E[3>5;3>6;3>8;5>6;5>8;6>3;6>8],0.5871801459488197,failed
a000920,hypergraph,False,canon_452,R[3:1;6:2]E[3>6;6>3],0.7501653311942247,failed
a000921,hypergraph,False,canon_526,R[6:2]E[],0.8028131808860888,failed
a000925,symbolic_system,False,canon_325,R[1:1;3:2;4:1;5:1;8:1]E[1>3;3>1;3>4;3>5;4>8;5>4],0.44765041900276337,weak_behavioral_equivalence
a000932,cellular_automata,False,canon_116,R[0:1;3:1;4:1;5:3]E[0>5;4>3;4>5;5>3;5>4],0.577898213935765,failed
a000934,random_interaction,False,canon_468,R[3:2;4:2;5:1]E[3>4;3>5;4>3;5>4],0.6170889921670405,failed
a000935,cellular_automata,False,canon_133,R[0:1;3:1;5:1]E[0>3;5>0;5>3],0.6533538064541148,failed
a000938,graph_system,False,canon_074,R[0:1;2:1;4:1;5:1;6:1;7:1]E[0>5;2>4;2>6;2>7;4>6;6>0;7>4;7>6],0.5916016469128076,failed
a000940,sat_based,False,canon_245,R[0:2;2:1;3:3;5:1;8:1]E[0>3;0>8;2>0;2>8;3>0;3>2;3>8;5>2;5>3;8>3],0.589820222881595,failed
a000941,rewriting_system,False,canon_146,R[0:1;3:2;4:1;5:1;7:1;8:2]E[3>7;3>8;4>3;4>8;5>4;7>3;8>0],0.3341411590213771,quotient_or_refinement_morphism
a000945,differentiable_system,False,canon_365,R[2:1;3:3;4:1;6:2;8:1]E[2>3;2>6;3>8;4>2;4>3;4>6;6>2;6>3;6>4],0.627980358414591,failed
a000948,sat_based,False,canon_379,R[2:1;4:1;5:1]E[2>4;5>2],0.7381092376886405,failed
a000952,symbolic_system,False,canon_243,R[0:2;2:1;3:3;4:1;8:1]E[0>2;0>3;2>0;2>3;2>4;2>8;3>4;3>8;4>3;4>8],0.5511619069387348,failed
a000954,probabilistic_system,False,canon_308,R[0:2]E[],0.7854331515021113,failed
a000956,differentiable_system,False,canon_384,R[2:1;4:1;6:1]E[2>4;6>2],0.7698737873809317,failed
a000959,graph_system,False,canon_383,R[2:1;4:1;5:2]E[4>2;4>5;5>2;5>4],0.7094092896871724,failed
a000963,probabilistic_system,False,canon_308,R[0:2]E[],0.7863771254423233,failed
a000968,differentiable_system,False,canon_254,R[0:2;2:1;4:1]E[0>4;2>0;4>0],0.7372668058858117,failed
a000971,random_interaction,False,canon_308,R[0:2]E[],0.785968552687554,failed
a000972,differentiable_system,False,canon_315,R[1:1;2:1;4:2;5:2;7:1]E[1>4;2>4;2>5;5>1;5>7;7>1;7>2;7>4;7>5],0.5661593375557605,failed
a000976,rewriting_system,False,canon_494,R[4:1;5:2;8:1]E[4>5;4>8;5>4;5>8],0.5757165664624002,failed
a000977,symbolic_system,False,canon_336,R[1:2;3:2;4:1;5:2;8:1]E[1>3;1>5;3>5;3>8;4>1;4>3;5>1;5>3;5>4],0.3601985300006356,quotient_or_refinement_morphism
a000984,cellular_automata,False,canon_341,R[2:1;3:1;4:1;5:1;7:1]E[2>4;2>5;4>3;4>5;5>3;7>2],0.5984668559538866,failed
a000989,sat_based,False,canon_041,R[0:1;2:1;3:1;4:1;5:2;7:1]E[0>5;2>0;2>5;4>2;4>3;4>5;4>7;5>2;5>3;7>2;7>5],0.5609105286297996,failed
a000990,sat_based,False,canon_492,R[4:1;5:1]E[5>4],0.7035362546841212,failed
a000993,rewriting_system,False,canon_519,R[5:1;8:2]E[5>8],0.670029911747325,failed
a000994,rewriting_system,False,canon_282,R[0:2;3:2;6:1;8:2]E[0>3;3>0;3>6;3>8;6>0;6>3],0.6007861137201914,failed
a000996,rewriting_system,False,canon_027,R[0:1;1:1;4:1;5:2;8:2]E[0>5;1>5;4>8;5>0;5>8;8>4],0.44497973950170255,weak_behavioral_equivalence
a000997,differentiable_system,False,canon_199,R[0:1;4:3;5:1;7:1]E[4>5;5>0;7>4],0.5773611524323928,failed
a000999,cellular_automata,False,canon_030,R[0:1;1:1;5:3;6:1;8:1]E[1>5;5>0;5>1;5>6;5>8;6>1;6>5;8>1],0.5439521869987093,failed
a001003,symbolic_system,False,canon_515,R[4:2]E[],0.773954368472132,failed
a001009,differentiable_system,False,canon_259,R[0:2;2:1]E[2>0],0.7890506768323152,failed
a001012,hypergraph,False,canon_184,R[0:1;4:1;5:2;6:2;7:1]E[0>4;4>5;4>6;5>6;5>7;6>5;6>7;7>6],0.5659241851837665,failed
a001018,rewriting_system,False,canon_202,R[0:1;5:1;8:2]E[0>8;5>0],0.6403951029941285,failed
a001020,symbolic_system,False,canon_233,R[0:2;2:1;3:1;4:2;8:1]E[0>4;2>0;2>3;2>4;2>8;3>8;4>2;4>3;4>8],0.5719686230750562,failed
a001022,symbolic_system,False,canon_515,R[4:2]E[],0.7737516485745131,failed
a001025,probabilistic_system,False,canon_023,R[0:1;1:1;3:3;4:1;5:1;8:1]E[0>8;1>0;3>0;3>1;3>4;3>5;4>0;4>1;4>3;4>5;4>8;5>3],0.42052951801608135,weak_behavioral_equivalence
a001036,graph_system,False,canon_410,R[3:1;4:1;5:1;8:1]E[3>5;3>8;4>3;4>5;5>8],0.5357494701391394,failed
a001041,sat_based,False,canon_470,R[3:2;4:2;5:2]E[3>4;3>5;4>3;5>3;5>4],0.6174232830397667,failed
a001044,differentiable_system,False,canon_102,R[0:1;2:2;4:2;5:1;7:1]E[2>4;2>7;4>0;5>2;7>4;7>5],0.6115684272149181,failed
a001048,probabilistic_system,False,canon_265,R[0:2;3:1;4:1]E[0>3;0>4;4>0;4>3],0.634921152401652,failed
a001049,sat_based,False,canon_289,R[0:2;4:1;5:1;8:1]E[0>5;4>0;4>8;5>8],0.5470034973427119,failed
a001050,random_interaction,False,canon_175,R[0:1;3:3;6:2]E[3>0;3>6;6>3],0.6966599518086259,failed
a001052,graph_system,False,canon_445,R[3:1;5:1]E[5>3],0.7321769630107188,failed
a001056,random_interaction,False,canon_039,R[0:1;2:1;3:1;4:1;5:1]E[2>0;2>3;2>4;2>5;3>4;4>0;5>3],0.6430255869876015,failed
a001058,cellular_automata,False,canon_422,R[3:1;4:1;5:3]E[3>4;3>5;4>5;5>4],0.6378631033827102,failed
a001062,cellular_automata,False,canon_149,R[0:1;3:2;4:1;5:2;8:2]E[0>4;0>5;3>5;3>8;4>3;4>8;5>3;5>8],0.45301621671206954,weak_behavioral_equivalence
a001066,random_interaction,False,canon_034,R[0:1;1:2;3:2;4:1;5:2]E[0>1;0>5;1>3;1>5;3>5;4>0;4>1;4>3;5>1;5>3],0.43597999324214076,weak_behavioral_equivalence
a001069,symbolic_system,False,canon_507,R[4:2;5:1;8:1]E[4>5;4>8;5>4],0.5966813335175513,failed
a001070,symbolic_system,False,canon_123,R[0:1;3:1;4:2;5:1;7:1;8:1]E[0>4;3>4;3>8;4>3;4>8;5>0;7>4;7>5],0.39649964506209284,weak_behavioral_equivalence
a001071,symbolic_system,False,canon_504,R[4:2;5:1;7:1;8:1]E[4>5;4>8;5>4;7>4],0.5197689733839588,weak_behavioral_equivalence
a001076,hypergraph,False,canon_499,R[4:1;6:1]E[4>6],0.7589650888838911,failed
a001080,graph_system,False,canon_309,R[1:1;2:1;3:1;4:1;5:2;8:1]E[1>4;2>1;3>1;3>2;3>4;3>5;3>8;4>8;5>1;5>2;5>3],0.4942718735235949,weak_behavioral_equivalence
a001082,rewriting_system,False,canon_508,R[4:2;5:1]E[4>5],0.714800732460638,failed
a001088,hypergraph,False,canon_165,R[0:1;3:2;6:2]E[3>6;6>0;6>3],0.6996128168541633,failed
a001089,differentiable_system,False,canon_513,R[4:2;6:2]E[4>6;6>4],0.7487724317615436,failed
a001091,symbolic_system,False,canon_514,R[4:2;8:1]E[4>8],0.6777239214044868,failed
a001092,rewriting_system,False,canon_478,R[3:3;4:1;5:1;8:1]E[3>4;3>8;4>3;4>8;5>3;8>3],0.5359962363539255,failed
a001094,sat_based,False,canon_342,R[2:1;3:1;4:1;5:1]E[2>3;3>4;5>2;5>3],0.6915824725812003,failed
a001096,graph_system,False,canon_018,R[0:1;1:1;3:1;4:2;5:2]E[0>5;1>4;3>1;3>4;4>1;4>3;4>5;5>1;5>3;5>4],0.4458946016680097,weak_behavioral_equivalence
a001098,random_interaction,False,canon_219,R[0:2;1:1;3:1;5:2]E[0>3;0>5;1>0;3>0;3>5;5>0;5>1],0.5525475649534942,failed
a001107,random_interaction,False,canon_089,R[0:1;2:1;4:2;5:2;7:1]E[0>4;2>4;2>5;4>5;5>0;5>4;7>2;7>4],0.5902377592888565,failed
a001113,hypergraph,False,canon_329,R[1:1;4:1;5:1;8:1]E[1>5;1>8;4>8;5>4],0.5222517940699659,failed
a001114,hypergraph,False,canon_351,R[2:1;3:1;5:2;6:2;7:1]E[2>3;2>5;3>6;3>7;5>2;5>3;5>6;5>7;6>7;7>6],0.6422223628836333,failed
a001115,rewriting_system,False,canon_205,R[0:1;5:2;6:1;7:1;8:1]E[5>6;5>7;5>8;6>8;7>5;7>6;7>8;8>0],0.5268766781494671,failed
a001119,symbolic_system,False,canon_505,R[4:2;5:1;7:1;8:1]E[4>8;5>4;7>4;7>5],0.5180734109394197,weak_behavioral_equivalence
a001120,random_interaction,False,canon_141,R[0:1;3:1;8:1]E[3>0;3>8;8>0],0.6340461115362052,failed
a001123,symbolic_system,False,canon_195,R[0:1;4:2;8:1]E[0>4;4>0;4>8],0.6297449610848408,failed
a001130,probabilistic_system,False,canon_056,R[0:1;2:1;3:2;4:1;6:2]E[0>3;2>3;3>2;3>4;3>6;6>4],0.6458704365080594,failed
a001135,probabilistic_system,False,canon_164,R[0:1;3:2;6:2;8:1]E[3>6;3>8;6>8;8>0],0.6234803493462946,failed
a001144,hypergraph,False,canon_311,R[1:1;2:1;3:1;4:1;5:2;8:2]E[1>5;1>8;2>3;2>8;3>5;3>8;4>2;4>8;5>1;5>8;8>3;8>5],0.46802564003507485,weak_behavioral_equivalence
a001145,sat_based,False,canon_434,R[3:1;4:2;5:2;8:1]E[3>8;4>3;4>8;5>4],0.48522183894802245,weak_behavioral_equivalence
a001149,differentiable_system,False,canon_339,R[2:1;3:1;4:1;5:1;7:1]E[2>3;2>4;3>4;4>5;7>2],0.6282394179899937,failed
a001150,rewriting_system,False,canon_238,R[0:2;2:1;3:1;8:2]E[0>3;0>8;2>0;2>3;2>8;3>0;3>8],0.6310177215667885,failed
a001151,differentiable_system,False,canon_080,R[0:1;2:1;4:1;5:2;7:1]E[2>0;2>4;2>5;4>0;5>4;5>7;7>2;7>5],0.5766621384763123,failed
a001154,graph_system,False,canon_350,R[2:1;3:1;5:1]E[3>2;5>2;5>3],0.7420036290965402,failed
a001158,hypergraph,False,canon_140,R[0:1;3:1;6:2;8:1]E[0>8;3>6;6>0;6>3;6>8],0.635898360288929,failed
a001159,rewriting_system,False,canon_453,R[3:1;8:1]E[3>8],0.6825147299277298,failed
a001160,random_interaction,False,canon_431,R[3:1;4:1]E[4>3],0.6997204512168219,failed
a001172,probabilistic_system,False,canon_305,R[0:2;6:1]E[0>6;6>0],0.7676180285580896,failed
a001173,cellular_automata,False,canon_203,R[0:1;5:1]E[0>5],0.7305611802615956,failed
a001175,graph_system,False,canon_417,R[3:1;4:1;5:1]E[4>3;5>3;5>4],0.6145107031487568,failed
a001183,probabilistic_system,False,canon_054,R[0:1;2:1;3:2;4:1;5:2]E[0>2;0>3;0>4;2>3;2>5;3>2;3>5;4>2;4>3;4>5;5>3],0.6174062336971142,failed
a001188,probabilistic_system,False,canon_293,R[0:2;4:1;5:2;8:1]E[0>5;0>8;4>5;4>8;5>0;5>4],0.5552133469057448,failed
a001193,differentiable_system,False,canon_330,R[1:1;4:1;5:1]E[1>4;5>1],0.6180511345425165,failed
a001200,differentiable_system,False,canon_232,R[0:2;2:1;3:1;4:2;6:2]E[0>2;0>3;0>4;2>0;2>3;2>4;2>6;4>0;4>3;6>4],0.6440627912472593,failed
a001208,differentiable_system,False,canon_098,R[0:1;2:2;3:3;6:1]E[0>3;2>3;2>6;3>0;3>2;6>3],0.7046068394424345,failed
a001211,symbolic_system,False,canon_129,R[0:1;3:1;5:1;7:1;8:2]E[0>8;3>8;5>3;7>3;7>5;8>0],0.4593115522571459,weak_behavioral_equivalence
a001214,sat_based,False,canon_189,R[0:1;4:1]E[4>0],0.7289605547747111,failed
a001215,cellular_automata,False,canon_518,R[5:1;8:1]E[5>8],0.6794920546994813,failed
a001217,hypergraph,False,canon_452,R[3:1;6:2]E[3>6;6>3],0.7496650344647279,failed
a001220,differentiable_system,False,canon_003,R[0:1;1:1;2:1;3:1;4:1;5:2]E[0>1;1>4;1>5;2>0;2>4;2>5;3>2;3>4;3>5;5>2;5>4],0.5488880145217063,failed
a001223,graph_system,False,canon_073,R[0:1;2:1;3:4;5:1;8:1]E[0>3;2>3;3>0;3>2;3>5;3>8;5>0;5>2;5>3],0.5856204892625813,failed
a001225,cellular_automata,False,canon_207,R[0:1;5:2]E[0>5;5>0],0.7258875873363066,failed
a001226,probabilistic_system,False,canon_291,R[0:2;4:1;5:1;8:1]E[0>8;4>0;4>5;4>8;5>0],0.577260088309719,failed
a001228,cellular_automata,False,canon_395,R[2:1;5:2;8:1]E[2>5;2>8;5>8],0.68800753693469,failed
a001230,probabilistic_system,False,canon_134,R[0:1;3:1;5:1]E[0>5;3>0;3>5],0.674254439487475,failed
a001232,random_interaction,False,canon_168,R[0:1;3:2]E[3>0],0.729597078683307,failed
a001233,symbolic_system,False,canon_319,R[1:1;3:1;4:1;5:2;8:1]E[1>3;1>4;1>5;3>4;3>5;4>5;4>8;5>1;5>3;5>8],0.43869424015343506,weak_behavioral_equivalence
a001234,rewriting_system,False,canon_453,R[3:1;8:1]E[3>8],0.6828912299053728,failed
a001236,graph_system,False,canon_472,R[3:2;5:1;6:1;8:1]E[3>6;3>8;5>3;6>8],0.6246702520082741,failed
a001237,differentiable_system,False,canon_269,R[0:2;3:1;4:3;5:1;7:1]E[0>5;3>4;3>7;4>0;4>7;5>3;7>4],0.5190008956722407,weak_behavioral_equivalence
a001239,random_interaction,False,canon_220,R[0:2;1:1;3:2;4:1;5:1]E[0>3;0>5;1>5;3>0;3>1;3>4;4>0;5>0],0.5252852607799743,failed
a001249,graph_system,False,canon_378,R[2:1;4:1;5:1;8:1]E[4>2;4>5;5>2;5>8;8>2],0.6516487334588733,failed
a001256,rewriting_system,False,canon_482,R[3:3;4:1;6:1;8:1]E[3>6;3>8;4>3;6>3],0.6043734571919088,failed
a001260,graph_system,False,canon_413,R[3:1;4:1;5:1]E[3>4;3>5;4>5],0.6690878479762571,failed
a001261,hypergraph,False,canon_093,R[0:1;2:1;5:2;6:2;7:1;8:1]E[0>5;2>6;5>2;5>6;5>7;5>8;6>7;6>8;7>5;7>6;8>5;8>7],0.552948555327031,failed
